Temperature,Vibration,Pressure,Humidity,Fault
62.80155792,26.39884496,39.14562339,10.90449045,0
65.39361229,26.14937869,34.65803659,42.2589615,1
80.57122226,20.31796701,40.27414181,31.91019577,1
73.4361829,33.08536576,38.02388187,38.98391448,1
52.36959845,25.22981623,29.38823597,37.66581207,0
73.24083969,22.50648039,41.58516526,20.44499459,0
66.1491772,25.13122969,30.4577246,22.34988611,0
63.23078,24.60092393,30.08345334,25.63738263,0
76.11676289,27.94423584,38.32276032,26.88011898,1
80.30999522,25.35697256,34.48153775,51.57487177,1
79.31280119,24.40136358,36.47474395,25.86310708,1
61.60782477,21.43496831,29.62941044,21.95055678,0
66.90787624,29.28140178,40.33677057,35.26410081,1
73.31263431,28.37742278,39.97897664,22.55696973,1
79.75545127,26.06133628,42.07016989,32.51230711,1
65.20825762,26.68138372,38.93448248,35.15914932,1
68.14341023,9.607480479,31.89917176,24.71812211,0
58.93665026,26.37165609,33.74814809,27.88048682,0
58.03793376,11.61470792,27.92390301,19.33553941,0
78.12525822,25.53163567,41.58950508,20.69320834,1
83.56240029,23.64849063,39.41898497,39.47950127,1
69.27989878,17.7745572,22.5367801,44.29652302,0
80.03532898,33.81649908,42.10780205,37.89766403,1
73.61636025,23.42722008,44.92654681,37.64877829,1
63.54880245,23.97460027,38.02295817,37.81750566,0
73.61395606,25.53028172,43.05932399,22.4575235,1
85.38036566,32.26833212,51.05548458,58.52713319,1
69.64173961,24.75871832,36.73381444,34.16767495,1
85.64643656,23.56129167,44.23973332,54.53629188,1
43.80254896,20.31222623,20.6853328,12.87274106,0
78.21902504,24.90787585,38.59977216,53.05148851,1
70.87047068,17.02175525,38.37491861,39.53491148,0
67.0099265,21.31289847,40.4364688,37.61075789,0
70.91760777,32.32496167,37.68068445,36.22259607,1
50.12431085,21.79461751,24.66391706,20.71415928,0
67.80328112,21.98788772,34.91169384,42.72782818,0
73.57112572,24.00360548,40.91376141,35.67104937,1
84.77894045,28.0644539,36.5441399,16.69694813,1
64.81729782,33.06979415,24.30083808,17.28318039,0
61.91506397,23.57994965,29.82508447,26.10482626,0
64.98242956,24.89405858,28.11734289,31.51490888,0
79.15402118,32.85532468,39.64967348,36.04582115,1
73.2875111,26.84457468,37.60939334,45.82108987,1
64.70239796,21.35062856,31.11996275,9.203163959,0
75.13267433,25.31468677,46.13497848,37.85674451,1
70.97077549,24.48176513,38.46692582,14.77524413,0
79.68644991,27.70414628,42.90210351,44.54498843,1
62.97946906,25.68096189,36.58798918,29.62882116,0
66.72337853,23.61291192,29.05393713,33.13506228,0
66.07891847,26.79082185,40.28923662,23.98629427,0
55.36485052,18.97411478,28.33018426,37.98103444,0
72.96120277,25.92959692,41.37086372,44.95824599,1
72.61055272,15.42269003,30.40000057,35.42148488,0
70.05113457,29.09953547,29.57412382,29.45477864,0
67.65412867,25.41138741,39.61608367,38.40863823,1
55.84629258,24.53625295,31.92012988,20.14912437,0
65.79354677,8.546464479,26.80613117,34.32775231,0
66.57285483,33.74237272,32.35794381,47.9067617,1
61.97722731,20.99408142,37.71574249,40.66424739,0
68.38714288,29.47641409,30.72243765,23.43895443,0
74.04050857,20.71464836,45.67452329,38.93385456,1
88.86185901,34.16552018,42.31783692,27.10422842,1
71.74577813,19.84394453,39.44634869,38.47084393,1
72.57550391,22.28258156,35.47240069,36.63401755,1
69.25554084,33.80959606,40.94284975,15.97001615,1
50.81228785,16.83088874,23.51113727,10.66320801,0
69.73486125,25.4943658,35.66559619,29.12616007,0
70.6023021,29.06114439,37.7878607,30.33750792,1
94.63242112,35.59975683,44.69360359,30.31138053,1
68.07639035,24.57883115,39.25426362,36.37198864,1
73.01547342,27.38022071,35.76693935,35.60571936,1
69.6528823,36.39558673,37.47991481,32.17384171,1
58.31321962,20.12153288,25.29350853,17.6266724,0
81.42822815,29.50537508,29.73210939,44.18956738,1
77.51933033,32.38503759,40.40556735,52.91332956,1
77.91031947,32.79624148,53.68196917,35.665992,1
60.90612545,27.25229544,36.78123698,24.2270776,0
84.02794311,32.6034312,44.23695874,44.08066473,1
55.98148937,13.87849672,26.65291541,20.49272768,0
75.86857094,34.72115749,41.19741788,35.14056972,1
91.90455626,26.43486773,49.37961944,49.15178657,1
60.09463675,22.54630019,25.6477825,7.00637809,0
64.3370227,18.7465787,38.27258443,43.56104106,0
70.99651365,24.52808804,40.43095533,34.28443346,1
64.96524346,24.38164726,37.70161764,27.0941118,0
54.49336569,20.67946407,30.85028607,25.08800531,0
70.68562975,26.84957418,37.27653151,32.50609657,1
59.37696286,28.85049335,35.85403814,12.61601312,0
74.73592431,28.42524501,42.27528561,50.57973579,1
60.80575766,20.061232,29.60463379,27.50527068,0
85.49934405,34.74520626,42.55573721,43.78335942,1
62.16746708,27.70596592,34.02583485,39.42100982,0
66.77938484,17.23474562,41.24277306,21.44126539,0
78.13517217,30.33431061,35.03215422,39.32830489,1
57.69135684,23.6978386,23.36305197,22.31001968,0
72.27459935,23.80829225,38.10903236,41.54031114,1
83.07142754,35.95353371,44.82728764,18.33679903,1
53.92516765,18.12353074,28.75773992,23.8362005,0
71.84633859,25.77410077,38.70543851,27.41112476,1
72.59882794,24.54423066,36.46230743,37.09266332,1
77.81822872,27.31427529,47.93037517,42.6312529,1
57.63049289,14.68929708,20.86706132,15.79487723,0
56.79543387,12.67814744,23.95108961,16.16416882,0
75.21941566,34.2993208,40.1923274,34.90079657,1
72.96984673,21.30463961,28.8814149,21.13615982,0
72.5049285,20.41976323,35.83189845,40.3586031,1
73.46448209,14.94561817,44.3554914,30.22253867,0
63.19975278,18.92510474,32.32934214,-0.732375644,0
72.32253697,18.69743897,37.43813396,28.36846971,0
72.93072473,33.73582946,33.2651682,22.88716785,1
62.85648582,27.04885548,30.61338268,12.64270643,0
88.65774511,27.58945906,43.53789521,26.98995732,1
74.73832921,37.42059425,39.52779151,37.25009361,1
58.08696503,25.23926519,37.59520628,42.8726012,0
76.56553609,25.17378071,42.27770269,38.73260667,1
60.2531833,8.59158558,23.27495982,17.26948772,0
77.87084604,38.70950898,44.0163064,43.03807173,1
81.58595579,21.60722219,43.52623329,32.10453916,1
61.79317682,13.40061815,36.18779839,21.36872275,0
79.63376129,32.98466861,50.33482974,28.41296285,1
74.12780927,38.14349528,35.91074227,17.50841122,1
78.2206016,34.29857465,38.00469809,32.20210896,1
88.96792983,33.95832104,40.53934334,41.07806851,1
67.54611884,26.6149133,34.54863684,30.27712106,0
62.46263836,26.12900122,35.66577938,26.07507431,0
61.1048557,25.18134245,37.47012614,20.83699253,0
61.84189715,23.05062112,32.05922282,34.61829622,0
69.22898291,24.75114954,34.5040346,18.19980934,0
73.41151975,25.38106627,38.8701871,41.58137515,1
72.76690799,21.69859485,32.90911306,21.29707995,0
78.27183249,25.99176599,50.86837143,31.20288208,1
70.13001892,16.08072255,26.73634789,13.29766557,0
84.53534077,29.09567114,44.78374047,33.91928654,1
67.35343167,18.63074555,44.15322446,42.63206167,1
97.20169167,28.5026455,49.47528957,48.5746875,1
76.25667348,27.58930647,38.88316918,44.65173622,1
61.42842444,28.45995998,31.54755588,34.31179233,0
59.29107502,25.34345929,30.84771721,16.84190452,0
74.82472415,18.33615044,44.20259833,31.40949086,1
67.76537215,18.76973957,23.18905582,18.91152943,0
77.14000494,31.70285767,48.72074226,51.96240161,1
74.73237625,21.24389472,30.75856249,19.12936055,0
69.27171087,23.12193306,34.46339486,40.06221303,1
61.53206282,24.28648248,30.40050266,37.07567758,0
54.85152775,14.35631244,30.49721633,43.31169572,0
65.53485048,23.4640752,26.192876,23.66432077,0
78.56398794,20.82726831,41.83011157,42.4373423,1
72.14093744,22.24248988,47.03346794,58.29816659,1
57.54261221,21.73882395,23.42607026,18.49788095,0
71.73180926,17.14116457,36.65607792,16.1505479,0
73.8531738,28.05098452,35.53421422,14.53110506,0
61.16142564,21.30830998,33.91373956,35.78784506,0
71.53725106,27.80048764,37.84759939,14.57716365,0
70.58208718,25.82330118,33.71916492,27.91157592,0
58.57029702,27.32030611,34.26005631,33.39176893,0
73.5778736,26.37837827,47.40745933,38.42521831,1
75.60784526,24.31571814,37.93215504,38.18341419,1
80.83051243,28.90216687,45.75295368,40.4917378,1
80.53802052,30.90479733,35.95670391,48.34589404,1
56.22330632,19.92245756,24.50279747,14.87187065,0
60.6217496,21.42057082,33.92593287,21.7763515,0
75.15035267,22.792665,45.79677184,28.21892502,1
75.13785951,22.98374624,40.18685277,42.59000076,1
75.15047686,19.28964054,36.11035254,41.51815694,1
108.5273149,46.73244393,58.18023752,56.10801977,1
75.70890511,20.27880061,31.87272875,43.36580166,1
81.3556564,25.00995375,44.63461276,25.70038232,1
79.54001763,24.24696984,45.05406722,53.71051117,1
76.51391251,31.25449126,38.42170722,50.5755502,1
66.84730755,21.92180925,32.11543951,36.9909501,0
77.5896922,33.39510264,42.92377317,55.10180948,1
62.27174785,18.42765863,29.52421958,10.62311956,0
67.63181393,25.06610569,35.11687433,25.95845027,0
65.14636452,18.62449232,43.53937144,24.7890418,0
70.81874139,35.51230513,37.73576615,41.5670542,1
93.14658567,26.66331289,45.45692537,30.42181356,1
51.32734807,19.51367538,23.76233268,30.46253962,0
76.8626019,30.07079507,44.32328973,50.7286181,1
53.87284129,20.92448994,27.5215557,31.81537952,0
65.28068134,21.92180018,30.51380145,31.60009103,0
80.88950597,27.66222359,48.53924257,29.05474939,1
70.64280019,24.94403743,43.87608259,26.09662078,1
59.22255222,19.99288327,27.64660732,38.5947418,0
62.84696291,26.8158326,24.31160007,34.82108568,0
76.79597749,37.93120713,47.18199975,38.65308017,1
62.69633368,19.15625786,28.6214526,22.95486242,0
72.1645859,18.40859017,40.10890968,12.57702917,0
70.4557184,24.2180912,26.69817243,18.54757082,0
63.48399652,35.11794547,40.05437422,52.26919409,1
91.43944089,27.98543147,40.68897505,26.45981175,1
76.33919022,34.91430061,44.98931632,39.71353575,1
49.74857413,25.80050502,27.6183247,34.66715643,0
71.86454315,22.38464889,32.0462771,18.38848957,0
63.38213535,25.02866277,31.4925119,30.89469157,0
78.52433335,35.62549979,45.89264225,48.12185635,1
62.07479262,19.83053871,32.42923668,28.34704318,0
68.85263559,23.08052065,38.52185505,60.91582407,1
75.04987279,23.35905091,48.32645586,20.07827,1
78.65755194,22.45635953,32.06596222,43.23991588,1
57.99703593,17.05257485,37.59524401,26.60770104,0
66.65498764,17.20954434,33.95843299,37.15191001,0
65.25054689,23.00810875,29.47044761,33.01805883,0
63.46670767,18.36348153,25.58114663,18.96398117,0
87.6545424,31.8480194,44.86854601,42.44136624,1
74.04981711,18.13795776,41.55825981,15.12161137,0
57.39116046,21.74130732,29.53653807,32.50242264,0
79.17861947,31.88016162,49.56218574,42.42691949,1
91.22156197,21.95886848,38.18559813,43.94150189,1
80.32465261,29.98391126,42.08243119,47.78466245,1
54.80630034,25.32055008,23.46497795,28.21534938,0
65.15765927,16.75697565,34.49050122,30.63100573,0
82.66911149,37.29705096,49.09494731,32.17963634,1
62.92330534,24.11825192,31.03532882,21.53695513,0
74.43819428,22.52830872,24.98177989,41.35067505,0
77.74634053,26.9323738,41.36706873,50.24991588,1
60.73069528,24.04737791,34.32198122,26.70527051,0
69.40474644,24.67168821,38.18794731,32.96835151,1
37.5873266,15.84934427,26.26307678,10.60701258,0
59.75612359,16.31127529,24.79724227,36.55246332,0
67.47431849,24.46281559,38.65708696,38.78929629,1
57.52216818,13.06418638,34.46035052,46.09044952,0
86.32411304,29.65730926,35.8843748,28.01170632,1
55.69858622,14.97496697,29.65761632,21.28809751,0
65.59955513,19.28219458,30.85533957,30.86327907,0
71.30740577,31.1380579,37.90833081,40.33495475,1
84.41273289,35.00100711,46.72431364,38.21395201,1
55.64137849,22.52017308,27.10651211,16.69071331,0
81.63163752,23.10950931,37.97759835,44.08169057,1
70.10233061,22.95377347,36.30756556,39.07227196,1
60.18491349,27.13020822,27.07302302,18.07492551,0
74.62103474,26.82594673,33.51552934,46.28823751,1
71.99059696,36.79335663,43.15130637,48.16403174,1
63.99783123,24.36583013,27.9282199,29.37576327,0
70.69802085,25.70455288,40.28658246,34.41214151,1
66.14686403,21.60582009,36.4002093,36.23822952,0
71.13517345,25.56501523,28.49479746,21.54995418,0
76.62130675,26.05510818,36.30278641,34.25474363,1
85.86016816,33.59160224,51.32594314,20.37772987,1
57.62184501,24.95115734,26.01423407,34.71696153,0
91.33033375,28.03566951,44.38376278,24.73813047,1
50.479122,11.01152793,27.22821496,37.47417246,0
68.48214905,14.7877253,37.69146468,27.34493452,0
75.88317206,29.09906686,38.70954637,32.83184714,1
72.80991868,19.96663851,33.77024013,25.05120842,0
63.7730048,11.55609872,38.12092121,26.23255363,0
67.9187775,25.71446515,44.40084122,48.34242996,1
65.06999065,35.23949432,41.22368491,9.042440719,0
64.10635243,22.40686879,33.75582307,42.28401921,0
78.49602097,31.66606121,37.61509307,39.03867716,1
73.57015486,26.15870099,34.18608785,20.50195374,0
63.07090405,21.58036815,35.31055098,18.8448226,0
78.99599875,32.24398198,44.08898694,54.57622334,1
73.07299521,24.1241756,44.71567593,25.84650912,1
78.12862119,28.68197899,44.14652579,25.54490478,1
76.29628842,28.31218998,32.48036628,44.43815591,1
61.71004989,18.25806519,36.68087358,32.55601309,0
64.3981896,27.49957811,29.4887978,19.69186769,0
77.47293605,26.24072883,38.19111063,36.92792628,1
76.10370265,22.85757013,40.06918125,24.21778872,1
69.79098406,27.10939364,46.806159,46.56421675,1
71.17327383,20.41830593,51.66122719,46.96814215,1
82.77664896,29.11273292,46.10565391,44.21283034,1
64.08428611,22.38390516,32.39872669,32.71488592,0
75.47097381,31.84431866,43.00333019,54.15727156,1
67.97807348,26.16581688,40.26157357,32.99472625,1
67.82318797,23.61298099,33.63969266,18.77091068,0
80.98776852,32.43455048,51.90746271,45.17910264,1
78.25416349,34.33999497,43.23272636,58.54482852,1
78.13509636,30.13633526,43.67677586,27.0096622,1
83.05478807,29.12093892,46.52846368,35.47574929,1
70.21003842,18.01433228,37.3053168,35.61071487,0
76.81952971,21.56126708,43.07574429,34.82274729,1
66.89733243,21.88794283,31.39512223,19.6030254,0
73.24166352,22.58702122,34.68464406,43.32244085,1
68.69856946,23.10964279,30.03551365,52.8521501,1
70.96995965,25.1227355,39.1585351,35.21977536,1
75.95157025,29.23151336,43.9191918,27.50769421,1
61.81779317,21.28373372,34.363618,13.4664885,0
90.92387276,34.25586368,56.13937764,47.29092085,1
59.93982619,21.30131124,31.20520394,38.58048785,0
57.85811387,10.37300702,31.45446093,30.20849526,0
81.58110874,23.85671109,36.02433677,34.75704647,1
77.91662694,26.55038165,38.43705994,29.10011545,1
76.24119817,20.63594565,41.91341709,23.80808019,1
76.28345509,29.69885293,44.51283593,45.22705576,1
69.87753227,32.11089046,36.39723288,42.34290271,1
61.02745629,27.45341896,32.59504286,13.69609191,0
70.75804558,23.6981016,28.9913721,45.84002805,1
63.22838288,29.58356469,32.58433923,35.7606444,0
79.75119733,28.65625635,46.07120589,52.053546,1
68.52942618,22.29986931,38.17424073,18.50833168,0
61.74502803,18.54374649,33.99734052,14.75877958,0
66.78614158,21.86280112,34.67519237,28.88882018,0
74.12931454,24.004376,38.19438254,38.61914407,1
64.36275447,23.37904518,30.33744285,46.66238648,0
61.77779604,22.42509852,35.77917003,36.60275393,0
72.43687211,25.36813534,39.77508424,31.42015083,1
72.44966571,27.54207385,40.57085858,24.151293,1
64.93056825,28.67893026,32.32436755,42.53179759,1
65.28961694,27.59913661,24.13344035,18.05525257,0
72.32049937,17.88768494,41.60752526,49.53022071,1
55.51915659,6.66209913,23.92185301,19.21181342,0
55.92536226,24.24547635,25.70162946,41.23447158,0
62.81555779,15.15105173,34.76460591,35.19524188,0
67.86552848,22.62910796,33.10524621,28.92236728,0
73.10907566,19.73761135,42.14628824,28.68783337,0
84.75356217,20.65384457,45.35490164,34.48385895,1
78.57659623,30.20912232,44.81913938,41.90442615,1
68.4006147,27.73599095,29.49769625,30.88142615,0
69.80983792,21.55089127,41.78432525,27.28227666,0
59.97470635,8.035935763,29.90205767,23.51337015,0
69.81486864,21.70398178,33.91110155,31.66841519,0
67.11341361,25.44871479,36.00772142,10.1106361,0
73.2271856,18.23495712,27.71804878,33.93913575,0
61.72769056,22.5214913,34.32502307,19.31044101,0
75.19346514,26.24116355,33.93843448,21.38274713,0
85.32738913,32.76104369,38.18618242,20.82841509,1
68.91239852,24.71724132,28.34223167,11.49943035,0
74.01711722,21.04064632,43.07927389,21.02968339,0
76.90143992,32.89836148,38.03900329,28.48160561,1
65.98779528,22.30308048,41.82376252,51.92213102,1
72.24092482,25.14780099,34.85896905,27.03129531,0
70.12592401,19.87773361,26.99542274,30.38926893,0
70.97676099,22.62545509,30.88201126,34.40742575,0
62.26990216,17.37045219,37.67460451,30.78607658,0
70.24510174,23.72105531,35.57501596,31.01750391,0
74.97998291,34.80153642,37.95986311,23.40024749,1
84.51143608,22.71949691,43.37413675,52.05730006,1
79.59270826,19.7896409,42.28356058,53.62365781,1
91.53182458,39.39199024,54.65471319,28.36158169,1
62.32652437,20.76766514,39.44296515,20.2893845,0
78.72320637,24.20775854,38.46815134,32.05430735,1
71.83342006,30.34122046,31.76304469,22.39307354,0
91.89802933,29.13623257,45.11403391,45.93880792,1
61.91701715,30.80100457,35.32426116,23.4139613,0
61.60278158,24.95060291,27.89257766,49.16161981,0
64.00607355,19.9625687,28.00949226,39.30423731,0
48.76104276,27.85290603,29.23198985,27.26353386,0
64.74244978,19.63128281,32.81709721,39.24529666,0
62.40867338,25.55351254,33.35859051,40.50177662,0
71.50393786,26.52284115,33.6888636,26.32159484,0
73.41755976,32.20485236,38.32686879,26.52100599,1
88.76170839,38.87415392,43.09643384,41.73191097,1
79.50423838,27.98650418,45.82520016,46.43795652,1
64.23096344,18.71374785,37.82292979,31.60228596,0
61.01585329,23.65540936,22.95727654,9.919492867,0
74.91919172,22.83314025,33.63271002,24.21633753,0
56.79766793,29.94612001,24.0655283,25.17126484,0
88.31458766,31.59278234,42.81000124,38.90390859,1
81.79440121,26.80143267,41.75057723,56.71941014,1
65.30824348,23.78128675,26.89674082,14.1033967,0
52.86865471,11.7683977,21.53527509,26.49889828,0
83.53872374,24.38048312,37.44873545,50.66750512,1
68.85460155,30.10118008,38.04114336,55.85566786,1
82.37816312,25.5478857,42.52647223,33.14069107,1
54.05572341,13.68494828,23.45337742,27.51698085,0
64.00624977,25.08545118,34.70400699,35.87318579,0
70.052437,30.44687372,34.87957097,34.49882891,1
70.46980594,28.25919863,36.00497685,31.66937232,1
65.49934529,27.90500928,43.42296769,37.94723191,1
76.22849932,22.89599932,45.58432982,10.84436282,0
59.32379571,13.65427516,22.92865692,30.57838218,0
68.57620515,31.50834006,41.30962242,35.52496806,1
71.20295632,23.30763552,40.75984022,31.3000875,1
75.14438834,25.04637084,33.08293248,52.93655441,1
77.11614878,33.63162278,45.52247973,31.23118434,1
58.75357908,23.34490273,38.79775072,25.79869551,0
54.65885829,21.41003926,23.26577005,43.7714845,0
82.77676822,39.7968806,40.62140771,30.52953341,1
73.32314012,22.44550789,42.57282197,28.96830497,1
62.51513463,26.51949776,34.79318669,28.5744101,0
85.51151976,30.21409754,47.28038477,48.50145482,1
71.15674634,26.24782261,38.97304646,35.49629899,1
81.79297184,36.26988228,46.01429339,26.76675985,1
70.67518481,27.27549347,30.62657122,25.62640596,0
90.60747925,34.40409813,52.89077382,37.60617235,1
87.55340842,36.00622964,52.44822968,42.251545,1
67.51035852,21.80386183,33.59347998,34.48464948,0
79.71570951,23.70444999,40.39557453,39.78532479,1
76.4537595,21.53476985,31.05560823,13.90022028,0
83.68631558,19.4584275,44.12180129,47.71629328,1
60.35076539,31.40380354,36.29889234,33.21361804,0
76.8605146,21.38513828,38.55330414,47.83421111,1
80.58424487,27.09821759,47.30432051,42.84407328,1
52.41260514,16.9603453,25.30735522,34.25263922,0
58.16741487,21.89562869,33.37749206,32.50489876,0
49.60767822,21.44137344,21.51340819,35.53440559,0
67.30593166,27.85944352,35.74179719,36.95044496,1
77.17542256,24.0960107,38.676371,33.53201608,1
85.02357052,28.92264111,45.17167457,61.87013837,1
70.7409478,26.17223148,35.22023816,41.06751435,1
86.28615546,28.95669878,43.96274673,44.84131191,1
56.19898542,27.70637278,34.96105385,15.93097426,0
52.96617561,20.99303622,25.84956508,11.26229268,0
69.44452301,27.97997198,28.81314425,33.12922465,0
73.84065449,29.15863541,47.80794112,38.63155325,1
69.67305252,30.25293767,44.31073156,29.1081976,1
49.325579,18.16906044,19.36900916,22.27728356,0
69.1087996,17.70392012,38.08828287,47.24554206,1
56.95530499,21.93279651,27.5015727,32.73324228,0
76.69672549,23.58706945,40.54837644,23.46666962,1
73.66598246,23.14001045,39.24881484,32.54705336,1
60.60120214,24.14224084,30.92695013,20.00005689,0
64.86133083,28.89288115,31.04734677,25.98646975,0
59.40786478,20.89911056,27.460656,22.08887292,0
69.37320903,25.82478822,31.80194213,25.9811473,0
79.55142321,36.35407284,38.90984397,24.4625662,1
60.14273954,22.25372474,31.17908629,26.45092267,0
75.04046516,39.27257838,38.04392505,30.45810419,1
64.69742382,25.47164656,37.61843036,1.986145146,0
62.07127168,12.92113129,37.95252929,49.37146664,0
68.9296964,27.89210185,33.69651754,42.41289118,1
59.64757678,22.7824438,32.59492081,24.34472976,0
64.46350695,29.0109912,37.30920192,31.84847649,0
58.02122107,23.67333413,33.20422766,16.30103021,0
89.64725133,30.68425805,46.85789105,58.02904763,1
70.35263552,18.50193125,39.07248433,51.05808081,1
63.00274492,21.00584444,34.96364886,30.95759484,0
72.13979911,20.99632742,30.47386297,40.56186422,0
68.8767195,21.20423458,39.58115101,34.02702816,0
67.790304,26.66949842,40.27599067,19.66354358,0
76.141667,34.99910597,37.44714082,31.4011912,1
77.5750771,29.12463463,40.9234008,37.35876438,1
64.69498852,16.66383067,35.86215593,24.88649132,0
64.24181759,24.7076495,32.80377872,27.42120266,0
67.24948303,29.52047649,41.5312529,32.78582253,1
46.98078835,13.3943614,35.63958951,23.63744317,0
54.84808938,18.52674545,24.45705915,24.35073681,0
83.66874267,29.35750091,36.61721137,25.69992355,1
86.44967714,26.33289543,45.68802678,32.09860014,1
67.5096396,26.86977603,39.36110555,19.87036531,0
75.76556963,25.91320863,38.12281619,44.04337406,1
73.11250155,27.68703776,45.70433656,15.0860126,1
100.7888081,30.83862194,44.82965903,54.80779645,1
81.19574911,26.23122069,45.24892435,51.67179166,1
68.72082409,27.66419522,33.42790578,28.33640117,0
60.44459559,19.2914427,39.65524609,3.870068251,0
53.9355368,27.51225714,39.73601975,25.91842308,0
72.03463636,23.2139418,33.22509178,30.81643628,0
62.43649255,22.97619602,29.94387517,17.93273289,0
55.7774629,24.18506618,34.23481098,22.69038501,0
63.53427116,15.14516624,29.68380202,42.36243532,0
59.18451996,11.91053793,28.78808548,31.86840795,0
86.87141635,22.77671415,43.77442229,29.02104675,1
78.81639757,33.89865967,32.64874506,18.60753016,1
69.92027359,21.71280503,35.73749539,28.18806459,0
84.79944139,42.47080091,43.20526994,38.39749367,1
70.77368308,21.94955108,33.77245349,36.07958135,0
61.38715799,22.40826181,39.32403347,25.15207168,0
85.23124077,37.54148403,39.57982068,43.92797476,1
75.38910044,36.41664959,45.27445105,57.24364826,1
59.62753846,31.17715634,31.67300892,37.24037097,0
68.09661322,29.87564578,35.21980426,31.59055638,1
61.24381747,26.55564874,36.82270709,28.50960909,0
56.17200269,22.62283569,31.50222482,23.32036213,0
79.26177548,31.6334268,44.84754931,49.82113181,1
89.0941664,28.42702966,50.61870412,35.45007283,1
56.01432426,15.51401907,26.65270782,24.77872336,0
75.62969237,26.45352004,36.2628819,34.26629469,1
63.49357431,21.3718279,27.42072139,22.28754225,0
65.12874616,20.52892091,29.28666731,14.42286939,0
64.07606076,25.9085585,48.76141117,37.76346735,1
61.3600923,26.25255835,39.08595111,30.39365244,0
70.48521628,25.11186013,29.98534752,35.38609204,0
61.69049884,28.979325,26.94429969,22.5168103,0
72.70456826,19.73815332,39.07401669,45.06728306,1
69.49761891,23.35586932,38.68142636,23.71447522,0
67.61051953,20.07957023,37.18506701,48.19048836,1
60.92436338,11.9908441,28.53935337,8.115158373,0
64.23228669,22.06789691,32.6908371,33.52320798,0
77.55391226,26.53513175,41.84568449,40.67676,1
75.00917188,33.82045887,40.94768415,28.15409637,1
60.22444755,24.23261507,20.85102255,29.19025029,0
70.99332305,19.72672895,34.74334301,43.92552971,1
77.51387123,36.40031776,37.90427344,14.04160911,1
53.30594719,24.76224999,29.81618333,31.01312737,0
75.43360192,29.31224919,54.73386572,14.74268937,1
63.37376241,21.04839635,34.56528068,19.71363622,0
75.70598669,21.69989916,36.84002541,49.52515282,1
62.36740843,19.96755907,36.66785312,23.76952157,0
51.95117899,23.62665575,30.51680113,13.94803381,0
53.72457562,28.226533,31.92183808,25.26229799,0
70.48084947,32.38451495,41.22753822,55.52521446,1
72.59722502,22.96478165,47.54442541,17.54052865,1
60.95683375,15.73680465,24.92349394,14.5636782,0
76.38592459,27.43950484,42.22972742,50.85564193,1
53.38479938,9.842482954,21.35975066,39.80752092,0
69.33920201,25.88455928,39.15711599,31.93030695,1
57.889838,19.52343037,25.36168062,12.61895122,0
63.48163892,19.88839111,30.45758167,48.94937792,0
70.47398671,16.69238001,33.57632045,46.13967373,0
61.39586635,24.05655375,37.3185342,36.94247979,0
